id,name,year,avg_rating,num_votes,url
1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,187309,http://www.imdb.com/title/tt1790809/?ref_=adv_li_tt
4649466,Kingsman: The Golden Circle,2017,6.9,167057,http://www.imdb.com/title/tt4649466/?ref_=adv_li_tt
5580390,The Shape of Water,2017,7.5,165335,http://www.imdb.com/title/tt5580390/?ref_=adv_li_tt
3450958,War for the Planet of the Apes,2017,7.5,161583,http://www.imdb.com/title/tt3450958/?ref_=adv_li_tt
4630562,The Fate of the Furious,2017,6.7,156381,http://www.imdb.com/title/tt4630562/?ref_=adv_li_tt
5442430,Life,2017,6.6,152080,http://www.imdb.com/title/tt5442430/?ref_=adv_li_tt
1219827,Ghost in the Shell,2017,6.4,147614,http://www.imdb.com/title/tt1219827/?ref_=adv_li_tt
1972591,King Arthur: Legend of the Sword,2017,6.8,142466,http://www.imdb.com/title/tt1972591/?ref_=adv_li_tt
2380307,Coco,2017,8.5,136367,http://www.imdb.com/title/tt2380307/?ref_=adv_li_tt
2345759,The Mummy,2017,5.5,127121,http://www.imdb.com/title/tt2345759/?ref_=adv_li_tt
1959563,The Hitman's Bodyguard,2017,6.9,120325,http://www.imdb.com/title/tt1959563/?ref_=adv_li_tt
5519340,Bright,2017,6.4,118823,http://www.imdb.com/title/tt5519340/?ref_=adv_li_tt
3402236,Murder on the Orient Express,2017,6.6,115490,http://www.imdb.com/title/tt3402236/?ref_=adv_li_tt
2283362,Jumanji: Welcome to the Jungle,2017,7.1,111781,http://www.imdb.com/title/tt2283362/?ref_=adv_li_tt
2406566,Atomic Blonde,2017,6.7,111581,http://www.imdb.com/title/tt2406566/?ref_=adv_li_tt
5362988,Wind River,2017,7.8,110449,http://www.imdb.com/title/tt5362988/?ref_=adv_li_tt
5109784,Mother!,2017,6.7,108663,http://www.imdb.com/title/tt5109784/?ref_=adv_li_tt
2239822,Valerian and the City of a Thousand Planets,2017,6.5,107021,http://www.imdb.com/title/tt2239822/?ref_=adv_li_tt
4925292,Lady Bird,2017,7.6,98864,http://www.imdb.com/title/tt4925292/?ref_=adv_li_tt
1469304,Baywatch,2017,5.6,96834,http://www.imdb.com/title/tt1469304/?ref_=adv_li_tt
4116284,The LEGO Batman Movie,2017,7.3,96408,http://www.imdb.com/title/tt4116284/?ref_=adv_li_tt
3371366,Transformers: The Last Knight,2017,5.2,93156,http://www.imdb.com/title/tt3371366/?ref_=adv_li_tt
3532216,American Made,2017,7.2,90269,http://www.imdb.com/title/tt3532216/?ref_=adv_li_tt
5726616,Call Me by Your Name,2017,8.1,87309,http://www.imdb.com/title/tt5726616/?ref_=adv_li_tt
1648190,The Dark Tower,2017,5.7,83853,http://www.imdb.com/title/tt1648190/?ref_=adv_li_tt
1485796,The Greatest Showman,2017,7.9,82758,http://www.imdb.com/title/tt1485796/?ref_=adv_li_tt
4555426,Darkest Hour,2017,7.4,79213,http://www.imdb.com/title/tt4555426/?ref_=adv_li_tt
5462602,The Big Sick,2017,7.6,78837,http://www.imdb.com/title/tt5462602/?ref_=adv_li_tt
3717490,Power Rangers,2017,6.0,78695,http://www.imdb.com/title/tt3717490/?ref_=adv_li_tt
2763304,T2 Trainspotting,2017,7.3,78576,http://www.imdb.com/title/tt2763304/?ref_=adv_li_tt
3874544,The Boss Baby,2017,6.3,74651,http://www.imdb.com/title/tt3874544/?ref_=adv_li_tt
5439796,Logan Lucky,2017,7.1,73653,http://www.imdb.com/title/tt5439796/?ref_=adv_li_tt
4465564,Fifty Shades Darker,2017,4.6,69230,http://www.imdb.com/title/tt4465564/?ref_=adv_li_tt
3469046,Despicable Me 3,2017,6.3,68031,http://www.imdb.com/title/tt3469046/?ref_=adv_li_tt
1293847,xXx: Return of Xander Cage,2017,5.2,67892,http://www.imdb.com/title/tt1293847/?ref_=adv_li_tt
5140878,Annabelle: Creation,2017,6.6,66133,http://www.imdb.com/title/tt5140878/?ref_=adv_li_tt
5580036,"I, Tonya",2017,7.6,65595,http://www.imdb.com/title/tt5580036/?ref_=adv_li_tt
3521126,The Disaster Artist,2017,7.6,64297,http://www.imdb.com/title/tt3521126/?ref_=adv_li_tt
4481414,Gifted,2017,7.6,62484,http://www.imdb.com/title/tt4481414/?ref_=adv_li_tt
2543472,Wonder,2017,8.0,60958,http://www.imdb.com/title/tt2543472/?ref_=adv_li_tt
4287320,The Circle,2017,5.3,58250,http://www.imdb.com/title/tt4287320/?ref_=adv_li_tt
1536537,What Happened to Monday,2017,6.9,57295,http://www.imdb.com/title/tt1536537/?ref_=adv_li_tt
3967856,Okja,2017,7.4,56904,http://www.imdb.com/title/tt3967856/?ref_=adv_li_tt
1615160,The Foreigner,2017,7.1,56449,http://www.imdb.com/title/tt1615160/?ref_=adv_li_tt
1241317,Death Note,2017,4.6,55997,http://www.imdb.com/title/tt1241317/?ref_=adv_li_tt
6294822,The Post,2017,7.3,53570,http://www.imdb.com/title/tt6294822/?ref_=adv_li_tt
2568862,Going in Style,2017,6.6,53187,http://www.imdb.com/title/tt2568862/?ref_=adv_li_tt
1981128,Geostorm,2017,5.4,52906,http://www.imdb.com/title/tt1981128/?ref_=adv_li_tt
4695012,It Comes at Night,2017,6.2,51437,http://www.imdb.com/title/tt4695012/?ref_=adv_li_tt
5715874,The Killing of a Sacred Deer,2017,7.1,50595,http://www.imdb.com/title/tt5715874/?ref_=adv_li_tt
5308322,Happy Death Day,2017,6.5,49787,http://www.imdb.com/title/tt5308322/?ref_=adv_li_tt
4633690,Shot Caller,2017,7.4,42611,http://www.imdb.com/title/tt4633690/?ref_=adv_li_tt
